ID,First Author,Other Authors,Last Author,Title,Publish Year,Journal,DOI/PMID/Link,Abstract,Rank,Model,Primary Topic,Secondary Topic,Tertiary Topic,Vehicle,pH,Application,Comparison,Complement,Country,,,,,,,,,,,,,,,,,,,,,,,,
86,"Korovljev, Darinka","Trivic, Tatjana; Stajer, Valdemar; Drid, Patrik; Sato, Bunpei","Ostojic, Sergej M.",Short-Term H2 Inhalation Improves Cognitive Function in Older Women: A Pilot Study,2020,International Journal of Gerontology,10.6890/IJGE.202005_14(2).0013,"We analyzed the effects of 4-week H2 inhalation on cognitive performance in women aged 65 and above. The participants (n = 13) were community-dwelling older women (age 68.0 ± 3.0 years; weight 66.9 ± 10.3 kg; height 161.1 ± 5.8 cm) who volunteered to participate in this open-label pilot trial (ClinicalTrials.gov, NCT02830854). The participants received H2 by inhalation for 15 min once per day for 4 weeks. The cognitive function was assessed using the Mini Mental State Exam (MMSE) and Alzheimer disease assessment scale cognitive subscale (ADAS-Cog) at baseline and at follow up. H2 intervention significantly increased total MMSE scores (for 14.2% on average; p < 0.01), thereby improving cognitive function from mild dementia at baseline (a score of 25.6 out of 30) to normal cognition at follow up (above a cut score of 27). In addition, ADAS-Cog scores were significantly improved by H2 inhalation, with better performance for word recall test (p < 0.01), and improved word recognition (p = 0.01) at post-administration, respectively. This pilot trial seems to corroborate previous animal studies, suggesting that gaseous H2 might be considered as a beneficial agent for age-related cognitive health.",Positive,Human,Brain,Aging,Cognitive Impairment,Gas,N/A,Inhalation,,,Serbia,,,,,,,,,,,,,,,,,,,,,,,,
90,"Kwon, Hye-Jin","Han, Sang-Beom","Park, Kyung-Won",Antioxidant Activity of Hydrogen Water Mask Pack Composed of Gel-Type Emulsion and Hydrogen Generation Powder ,2020,International Journal of Molecular Sciences,10.3390/ijms21249731 ,"In this study, hydrogen generation powder samples were prepared using zinc carbonate as a precursor, at a temperature varying from 400 to 700 °C in H2 atmosphere, and were characterized in terms of antioxidant activity. The concentration of dissolved hydrogen obtained by the powder samples was measured using a dissolved hydrogen meter as a function of time. In addition, the antioxidant activity of the samples was evaluated based on the Oyaizu's method, removal rate of ·OH radicals, and ferric reducing antioxidant power. Finally, the hydrogen mask pack was fabricated using the hydrogen generation powder sample and gel-type emulsion. In the clinical test on the mask pack, the effect of the mask on skin aging was characterized and compared to that of a commercial sample. The skin densities of the participants in the experimental group and the control group increased by 18.41% and 9.93% after 4 weeks, respectively. The improved skin density of the participants who used the hydrogen mask pack in the experimental group, might be attributed to the recovery effect of the hydrogen molecule in the mask pack on the denatured thick skin layer. ",Positive,Human,Skin,Aging,Oxidative Stress,Gas (Sustained Release),N/A,Pack,,,South Korea,,,,,,,,,,,,,,,,,,,,,,,,
91,"LaBaron, Tyler W.","Singh, Ram B.; Fatima, Ghizal; Kartikey, Kumar; Sharma, Jagdish P.; Ostojic, Sergej M.; Gvozdjakova, Anna; Kura, Branislav; Noda, Mami; Mojto, Viliam; Niaz, Mohammad Arif","Slezak, Jan","The Effects of 24-Week, High-Concentration Hydrogen-Rich Water on Body Composition, Blood Lipid Profiles and Inflammation Biomarkers in Men and Women with Metabolic Syndrome: A Randomized Controlled Trial ",2020,"Diabetes, Metabolic Syndrome and Obesity: Targets and Therapy",10.2147/DMSO.S240122 ,"Purpose: Metabolic syndrome is associated with several medical risk factors including dyslipidemia, hyperglycemia, and obesity, which has become a worldwide pandemic. The sequelae of this condition increase the risk of cardiovascular and neurological disease and increased mortality. Its pathophysiology is associated with redox dysregulation, excessive inflammation, and perturbation of cellular homeostasis. Molecular hydrogen (H2) may attenuate oxidative stress, improve cellular function, and reduce chronic inflammation. Pre-clinical and clinical studies have shown promising effects of H2-rich water (HRW) on specific features of metabolic syndrome, yet the effects of long-term, high-concentration HRW in this prevalent condition remain poorly addressed. Methods: We conducted a randomized, double-blinded, placebo-controlled trial in 60 subjects (30 men and 30 women) with metabolic syndrome. An initial observation period of one week was used to acquire baseline clinical data followed by randomization to either placebo or high-concentration HRW (> 5.5 millimoles of H2 per day) for 24 weeks. Results: Supplementation with high-concentration HRW significantly reduced blood cholesterol and glucose levels, attenuated serum hemoglobin A1c, and improved biomarkers of inflammation and redox homeostasis as compared to placebo (P < 0.05). Furthermore, H2 tended to promote a mild reduction in body mass index and waist-to-hip ratio. Conclusion: Our results give further credence that high-concentration HRW might have promising effects as a therapeutic modality for attenuating risk factors of metabolic syndrome.
",Positive,Human,Whole Body,Metabolic Syndrome,Lipid Metabolism,Water (Mg-Chemico),Alkaline,Ingestion,,,United States,,,,,,,,,,,,,,,,,,,,,,,,
108,"Moraadi, Behrooz","Saberi, Ebrahim; Hasani, Ali","Saheb, Arash Montazer",The role of drinking hydrogen-rich water produced by alkaline stick on resistance exercise in athletes,2020,Health Biotechnology and Biopharma,10.22034/HBB.2020.28,"In the double-blind study, the effect of drinking Hydrogen-Rich Water (HRW) producing by alkaline stick and tap water (placebo) on 9 male athletes in resistance training during 24 h were studied, and Lactate Dehydrogenase (LDH), Creatine Kinase (CPK) and Lactic Acid (LAC) levels in their blood samples were tested. The decrease of LAC and LDH values in the HRW group compared with the placebo were significant. However, the changes of CPK was not significant in neither of the experience. The results show that once drinking HRW has the appropriate effect on LAC decrease, LDH decrease and the resulted tiredness in resistance exercise. Henceforth, it could improve sport efficiency in professional athletes.",Positive,Human,Whole Body,Excercise,Fatigue,Water (Mg-Chemico),Alkaline,Ingestion,,,Iran,,,,,,,,,,,,,,,,,,,,,,,,
123,"Sim, Minju","Kim, Conh-Su; Shon, Woo-Jeong; Lee, Young-Kwan; Choi, Eun Young","Shin, Dong-Mi","Hydrogen-rich water reduces inflammatory responses and prevents apoptosis of peripheral blood cells in healthy adults: a randomized, double-blind, controlled trial ",2020,Nature Scientific Reports,10.1038/s41598-020-68930-2 ,"The evidence for the beneficial effects of drinking hydrogen-water (HW) is rare. We aimed to investigate the effects of HW consumption on oxidative stress and immune functions in healthy adults using systemic approaches of biochemical, cellular, and molecular nutrition. In a randomized, double-blind, placebo-controlled study, healthy adults (20-59 y) consumed either 1.5 L/d of HW (n = 20) or plain water (PW, n = 18) for 4 weeks. The changes from baseline to the 4th week in serum biological antioxidant potential (BAP), derivatives of reactive oxygen, and 8-Oxo-2'-deoxyguanosine did not differ between groups; however, in those aged ≥ 30 y, BAP increased greater in the HW group than the PW group. Apoptosis of peripheral blood mononuclear cells (PBMCs) was significantly less in the HW group. Flow cytometry analysis of CD4+, CD8+, CD20+, CD14+ and CD11b+ cells showed that the frequency of CD14+ cells decreased in the HW group. RNA-sequencing analysis of PBMCs demonstrated that the transcriptomes of the HW group were clearly distinguished from those of the PW group. Most notably, transcriptional networks of inflammatory responses and NF-_B signaling were significantly down-regulated in the HW group. These finding suggest HW increases antioxidant capacity thereby reducing inflammatory responses in healthy adults. ",Positive,Human,Blood,Blood Composition,Oxidative Stress,"Water, Commercial (Korean Hydrogen WateRr)",Neutral,Ingestion,,,South Korea,,,,,,,,,,,,,,,,,,,,,,,,
130,"Tanaka, Yoshiharu","Teraoka, Fumio; Nagakawa, Masafumi","Miwa, Nobuhiko","Dependencies of hydrogen-water on mineral-based hardness, temperatures and the container materials, and effects of the oral washing and drinking ",2020,Medical Gas Research,10.4103/2045-9912.285559 ,"Widely distributed electrolytic-generators for hydrogen-water are not fully considered for the dependencies of post-electrolytic values of the dissolved hydrogen concentration (DH) and the oxidation-reduction potential (ORP) on the properties of the pre-electrolytic water. We investigated the dependencies of DH and ORP on mineral-based hardness, temperatures and the container materials, and effects on the oral cavity by oral washing or drinking. Along with an increase in mineral-based water-hardness, DH decreased from 960 to 870 _g/L and the ORP unexpectedly increased from -460 to -320 mV. Purified water of almost zero hardness, however, caused a post-electrolytic DH as low as 80 _g/L and an ORP as high as +20 mV. Post-electrolytic DHs were not significantly changed (780-900 _g/L) upon electrolysis at 1.5-30°C and decreased at 40-50°C. The diffusion of hydrogen from the inside to the outside of the container was extremely small even after 12 hours for an aluminum- or stainless steel-made container, but not for containers made of diverse plastics. The ORP of the intact saliva was +136 mV, and decreased to +90 mV at 20 minutes after 1-minute oral-cramming of hydrogen-water, but returned to +135 mV after 60-minute leaving, showing a transient ORP-decrease in the saliva. Drinking-pause for 4 weeks after drinking hydrogen-water, however, saliva ORP, gradually but not instantly, increased to +60 to +80 mV, but upon drinking-resumption and 2 weeks thereafter, decreased again to -100 to -110 mV, suggesting that several-week hydrogen-water drinking caused a certain decrease in the saliva ORP. Thus, the present study provided the appropriate conditions such as hardness and temperatures for hydrogen-water production by the electrolytic generator, and the container materials suitable for hydrogen-water preservation. Furthermore, we clarified ORP changes of human saliva, being an indicator for human oxidative stress. The study was approved by the Medical Ethics Committee of the NPO (Non-Profitable Organization)-Corporate Japanese Center for Anti-Aging Medical Sciences (approval No. 09S02) on May 2, 2012. ",Positive,Human,Whole Body,ROS-Scavenging,Oxidative Stress,Water (Electrolysis),Alkaline,Ingestion,,,Japan,,,,,,,,,,,,,,,,,,,,,,,,
131,"Todorovic, Nikola","Javorac, Dejan; Stajer, Valdemar","Ostojic, Sergej M.",The Effects of Supersaturated Hydrogen-Rich Water Bathing on Biomarkers of Muscular Damage and Soreness Perception in Young Men Subjected to High-Intensity Eccentric Exercise ,2020,Journal of Sports Medicine,10.1155/2020/8836070 ,"High-intensity eccentric exercise can cause a delayed onset of muscle soreness (DOMS), a short-term condition characterized by muscle damage and tenderness that might hold up recovery and jeopardize exercise routine. Previous studies indicated that hydrogen-rich water (HRW) might be a helpful topical intervention to boost recovery in musculoskeletal medicine, yet no data are available concerning the effectiveness and safety of whole-body bathing with supersaturated HRW after DOMS-inducing exercise. This study evaluates the effects of a single-session bathing with HRW on biochemical markers of muscular damage in healthy young men. The six volunteers who were exposed to DOMS-inducing eccentric exercise were assigned to either supersaturated HRW or control whole-body bathing in a double-blind crossover design. Immediately after an exercise session, the participants were immersed up to the neck into a 200 L bathtub with supersaturated HRW (8 mg of H2 per L) or control water (no hydrogen) for 30 min. Blood biomarkers of inflammation and muscular damage and Visual Analogue Scale (VAS) scores for muscle soreness were assessed at baseline (before exercise) and at 24-hour follow-up. Two-way ANOVA revealed a significant difference between two groups in serum creatine kinase (CK) response over the period of intervention (P=0.04). A single-session bathing in HRW prevented a rise in circulating biomarkers of muscular damage induced by exercise at 24-hour follow-up, retaining the levels of all biomarkers similar to the baseline values (P > 0.05). On the other hand, serum CK, aldolase, and aspartate transaminase were significantly elevated at 24-hour follow-up as compared to the baseline levels after the control bath (342 ± 309 U/L vs. 465 ± 295 U/L; P > 0.05). HRW bath also induced a significant drop in VAS scores for muscle soreness in comparison with control water, both immediately after an intervention (32.7 ± 8.6% vs. 20.0 ± 12.8%; P=0.02) and at 24-hour follow-up (31.6 ± 24.3% vs. 22.4 ± 27.5%; P=0.03), respectively. No participants reported any major side effects during the trial. This pilot study suggests that the whole-body bathing in supersaturated HRW is a safe procedure that attenuates muscular damage and can ease sore muscles after high-intensity eccentric exercise. ",Positive,Human,Whole Body,Excercise,Fatigue,Water (Mg-Chemico),Alkaline,Bath,,,Serbia,,,,,,,,,,,,,,,,,,,,,,,,
150,"Zanini, D.","Stajer, V.","Ostojic, Sergej M.",Hydrogen vs. Caffeine for Improved Alertness in Sleep-Deprived Humans,2020,Neurophysiology,10.1007/s11062-020-09852-7,"Molecular hydrogen (H2) has been suggested as an agent capable of exerting neuromodulating effects; yet, its potential to affect brain circuits linked to alertness remains poorly examined. In this randomized controlled cross-over pilot trial, we compared acute effects of single-dose hydrogen-rich water (HRW) and caffeine on estimates by the Visual Analog Scale (VAS) for alertness and on Attention Network Test (ANT) subscales in 23 young healthy men and women (21.6 ± 1.3 years) who were sleep-deprived for 24 hours. Caffeine induced a significant increase in VAS-estimated alertness (1.6 points, P = 0.01); HRW also increased VAS alertness for 1.7 points on average (P = 0.003). Both caffeine and HRW acutely affected markers of alertness in young sleep-deprived men and women. Caffeine induced a significant drop in alerting (19.9%, P = 0.01) and executive control in a 15-min follow up (7.3%, P = 0.03), while HRW caused a significant reduction in the orientation at post-administration (2.4%, P = 0.05). However, no differences were found between interventions (treatment vs. time interaction) for all evaluated outcomes of alertness (P > 0.05), with the effects similar among interventions. HRW displayed no side effects and, therefore, might be advanced as a safe and effective alternative to caffeine for sleep deprivation, although more studies are needed to corroborate and expand these preliminary findings.",Positive,Human,Brain,Sleep Deprivation,Fatigue,Water (Mg-Chemico),Alkaline,Ingestion,Caffeine,,Serbia,,,,,,,,,,,,,,,,,,,,,,,,
158,"Asada, Ryoko","Saitoh, Yasukazu","Miwa, Nobuhiko","Effects of hydrogen-rich water bath on visceral fat and skin blotch, with boiling-resistant hydrogen bubbles ",2019,Medical Gas Research,10.4103/2045-9912.260647 ,"Hydrogen-dissolved water has been shown to improve diverse oxidation stress-related diseases, which drove us to examine effects of hydrogen-rich water on oxidation stress-related skin troubles and lipid-metabolism markers. The purpose of this study is whether the dissolved hydrogen in hydrogen-rich water was kept even after boiling, and whether hydrogen-bath utilization improves cosmetic effects such as skin-blotch repression and the visceral-fat-based slimming effects. The subjects were two men and two women, aged 48, 43, 42, and 41 years (n = 4). They took warm (41°C) water bath of dissolved hydrogen 300-310 _g/L (< 10 _g/L for normal water) for 10-minute once daily for 1-6 months, followed by examination of skin blotch, visceral fat, and cholesterol and glucose metabolisms. The dissolved hydrogen concentration was measured after 15-minute boiling and the subsequent cooling naturally. The wide-ranging, dense, and irregularly shaped skin blotches became markedly smaller and thinner, assumedly through reductive bleaching of melanin and lipofuscin and promotion of dermal cell renewal by the hydrogen-rich warm water. Ultrasonic resonance-based analysis on the abdominal cross-section revealed that the visceral fat area decreased from 47 to 36 cm[2], and the abdominal circumference decreased from 91 to 82 cm, in the two female subjects bathing in hydrogen-water. After 6-month hydrogen-water bathing, the low-density lipoprotein cholesterol level was decreased by 16.2% and the fasting blood glucose level increased by 13.6% in the blood of a female subject. Before boiling, the dissolved hydrogen and an oxidation-reduced potential were 300 _g/L and -115 mV, respectively. Dissolved hydrogen was retained at 300-175 _g/L and 200 _g/L, even 1-6 hours and 24 hours, respectively, after boiling. Therefore, a hydrogen-rich water-bath apparatus can electrolytically generate abundant boiling-resistant hydrogen bubbles, improving visceral fat and blotches on the skin. The study was approved by the Medical Ethics Committee of the Japanese Center for Anti-Aging Medical Sciences and that was officially authenticated by the Hiroshima Prefecture Government of Japan (approval number 15C1) in 2016. ",Positive,Human,Skin,Cosmetic Issues,Lipid Metabolism,Water (Electrolysis),Neutral,Bath,,,Japan,,,,,,,,,,,,,,,,,,,,,,,,
161,"Botek, Michal","Krejci, Jakub; McKune, Andrew J., Sladeckova, Barbora","Naumovski, Nenad","Hydrogen Rich Water Improved Ventilatory, Perceptual and Lactate Responses to Exercise",2019,International Journal of Sports Medicine,10.1055/a-0991-0268 ,"The potential anti-fatigue and performance benefits of hydrogen rich water (HRW) have resulted in increased research interest over the past 5 years. The aim of this study was to assess physiological and perceptual responses to an incremental exercise protocol after administration of 600 ml HRW within 30 min before exercise. This randomized, double blinded placebo-controlled cross over study included twelve healthy males aged 27.1±4.9 years. The exercise protocol consisted of a 10 min warm-up at 1.0 W.kg-1, followed by 8 min at 2.0, 3.0, and 4.0 W.kg-1, respectively. Cardio-respiratory variables, lactate and ratings of perceived exertion (RPE) were assessed in the last minute of each step. A significantly lower blood lactate was found with HRW (4.0±1.6 and 8.9±2.2 mmol.l-1) compared to Placebo (5.1±1.9 and 10.6±3.0 mmol.l-1) at 3.0, and 4.0 W.kg-1, respectively. Ventilatory equivalent for oxygen and RPE exhibited significantly lower values with HRW (32.3±7.2, and 17.8±1.2 points, respectively) compared to Placebo (35.0±8.4, and 18.5±0.8 points, respectively) at 4 W.kg-1. To conclude, acute pre-exercise supplementation with HRW reduced blood lactate at higher exercise intensities, improved exercise-induced perception of effort, and ventilatory efficiency.",Positive,Human,Whole Body,Excercise,Performance Enhancement,Water (Electrolysis),Neutral,Ingestion,,,Czech Republic,,,,,,,,,,,,,,,,,,,,,,,,
199,"Javorac, Dejan","Stajer, Valdemar; Ratgeber, Laszlo; Betlehem, Jozsef","Ostojic, Sergej M.",Short-term H2 inhalation improves running performance and torso strength in healthy adults,2019,Biology of Sport,10.5114/biolsport.2019.88756,"In this randomized, double-blind, placebo-controlled, crossover pilot trial, we evaluated the effects of 7-day H2 inhalation on exercise performance outcomes and serum hormonal and inflammation profiles in a cohort of young men and women. All participants (age 22.9 ± 1.5 years; body mass index 23.4 ± 2.5 kg m-2; 10 women and 10 men) were allocated to receive either gaseous hydrogen (4%) or placebo (room air) by 20-min once-per-day inhalation for 7 days, with a wash-out period of 7 days to prevent the residual effects of interventions across study periods. The primary treatment outcome was the change in running time-to-exhaustion in the incremental maximal test from baseline to day 7. Additionally, assessment of other exercise performance endpoints and clinical chemistry biomarkers was performed at baseline and at 7 days after each intervention. The trial was registered at ClinicalTrials.gov (ID NCT03846141). Breathing 4% hydrogen for 20 min per day resulted in increased peak running velocity (by up to 4.2%) as compared to air inhalation (P = 0.05). Hydrogen inhalation resulted in a notable drop in serum insulin-like growth factor 1 (IGF-1) by 48.2 ng/mL at follow-up (95% confidence interval [CI]: from -186.7 to 89.3) (P < 0.05), while IGF-1 levels were elevated by 59.3 ng/mL after placebo intervention (95% CI; from -110.7 to 229.5) (P < 0.05). Inhalational hydrogen appears to show ergogenic properties in healthy men and women. Gaseous H2 should be further evaluated for its efficacy and safety in an athletic environment.",Positive,Human,Whole Body,Excercise,Performance Enhancement,Gas,N/A,Inhalation,,,Serbia,,,,,,,,,,,,,,,,,,,,,,,,
207,"Korovljev, Darinka","Stajer, Valdemar; Ostojic, Jelena; LaBaron, Tyler W.","Ostojic, Sergej M.",Hydrogen-rich water reduces liver fat accumulation and improves liver enzyme profiles in patients with non-alcoholic fatty liver disease: a randomized controlled pilot trial ,2019,Gastroenterology Clinical Biology,10.1016/j.clinre.2019.03.008 ,"Background and aims: While non-alcoholic fatty liver disease (NAFLD) is rapidly becoming the most common liver disease worldwide, its treatment remains elusive. Since metabolic impairment plays a major role in NAFLD pathogenesis, any pharmaceuticals, such as molecular hydrogen (H2), that advance lipid and glucose metabolism could be appropriate to tackle this complex condition. The aim of this study was to analyze the effects of 28-day hydrogen-rich water intake on liver fat deposition, body composition and lab chemistry profiles in overweight patients suffering from mild-to-moderate NAFLD. Methods: Twelve overweight outpatients with NAFLD (age 56.2 ± 10.0 years; body mass index 37.7 ± 5.3 kg/m2; 7 women and 5 men) voluntarily participated in this double-blind, placebo-controlled, crossover trial. All patients were allocated to receive either 1 L per day of hydrogen-rich water (HRW) or placebo water for 28 days. The study was registered at ClinicalTrials.gov (ID NCT03625362). Results: Dual-echo MRI revealed that HRW significantly reduced liver fat accumulation in individual liver regions-of-interest at 28-day follow-up, as compared to placebo administration (P < 0.05). Baseline liver fat content was reduced from 284.0 ± 118.1 mM to 256.5 ± 108.3 mM after hydrogen treatment at 28-day follow-up (percent change 2.9%; 95% CI from 0.5 to 5.5). Serum aspartate transaminase levels dropped by 10.0% (95% CI; from -23.2 to 3.4) after hydrogen treatment at 28-day follow-up. No significant differences were observed between treatment groups in either weight or body composition among participants. Conclusions: Although preliminary, the results of this trial perhaps nominate HRW as an adjuvant treatment for mild-to-moderate NAFLD. These observations provide a rationale for further clinical trials to establish safety and efficacy of molecular hydrogen in NAFLD.",Positive,Human,Liver,Fatty Liver Disease (Nonalcoholic),Lipid Metabolism,Water (Mg-Chemico),Alkaline,Ingestion,,,Serbia,,,,,,,,,,,,,,,,,,,,,,,,
211,"LaBaron, Tyler W.","Larson, Abigail J.; Ohta, Shigeo; Mikami, Toshio; Barlow, Jordon; Bulloch, Josh","DeBliso, Mark","Acute Supplementation with Molecular Hydrogen Benefits Submaximal Exercise Indices. Randomized, Double-Blinded, Placebo-Controlled Crossover Pilot Study",2019,Journal of Lifestyle Medicine,10.15280/jlm.2019.9.1.36 ,"Background: Clinical studies have reported hydrogen-rich water (HRW) to have therapeutic and ergogenic effects. The aim of this study was to determine the effect of acute supplementation with HRW on exercise performance as measured by VO2, respiratory exchange ratio (RER), heart rate (HR), and respiratory rate (RR). Methods: Baseline levels of all exercise indices were determined in nineteen (4 female, 23.4 ± 9.1 yr; 15 male, 30.5 ± 6.8 yr) healthy subjects using a graded treadmill exercise test to exhaustion. Each subject was examined two additional times in a randomized double-blinded, placebo-controlled crossover fashion. Subjects received either HRW or placebo, which was consumed the day before and the day of the testing. HRW was delivered using the hydrogen-producing tablets, DrinkHRW (5 mg of H2). All data was analyzed with SPSS using pairwise comparisons with Bonferroni adjustment. Results: HRW supplementation did not influence maximal or minimal indices of exercise performance (VO2, RER, HR and RR) (p < 0.05). However, HRW significantly decreased average exercising RR and HR (p < 0.05). HRW decreased exercising HR during minutes 1-9 of the graded exercise test (121 ± 26 bpm) compared to placebo (126 ± 26 bpm) and baseline (124 ± 27 bpm) (p < 0.001) without substantially influencing VO2. Conclusion: Acute supplementation of DrinkHRW tablets may benefit submaximal aerobic exercise performance by lowering exercising HR. Further studies are needed to determine the influence and practical significance of HRW on varying exercise intensities as well as optimal dosing protocols and the effects of chronic use.
",Positive,Human,Whole Body,Excercise,Performance Enhancement,Water (Mg-Chemico),Alkaline,Ingestion,,,United States,,,,,,,,,,,,,,,,,,,,,,,,
